title,yearReleased,runtimeinmins,genre,rating
Patayin mo sa sindak si Barbara,1974,113,"Horror, Mystery            ",6.9
Patayin sa sindak si Barbara,1995,94,Horror            ,7.5
Pati ba pintig ng puso?,1985,110,Drama            ,4.9
Patient X,2009,108,"Horror, Thriller            ",3.7
Patikim ng pinya,1996,92,"Comedy, Drama            ",7.8
Patintero: Ang alamat ni Meng Patalo,2015,100,Drama            ,7.5
Pauwi na,2016,122,Drama            ,8.4
Pay or Die,1979,92,"Action, Crime, Drama            ",5.3
Pedro Calungsod: Batang martir,2013,107,"Biography, Crime, Drama            ",3.1
"Pedro Penduko, Episode II: The Return of the Comeback",2000,130,"Action, Adventure, Comedy            ",7.5
Pedrong palad,2000,120,"Adventure, Drama, Fantasy            ",5.9
People Power Bombshell: The Diary of Vietnam Rose,2016,89,Documentary            ,6.7
Pepeng Agimat,1999,116,"Action, Fantasy, Adventure            ",4.5
Pepot Artista,2005,110,"Comedy, Drama, Musical            ",7.2
Pera o bayong (Not da TV),2000,124,Comedy            ,6.4
Perfumed Garden,1985,95,Romance            ,7.9
Petmalu,2018,90,Comedy            ,8.0
Petrang kabayo,2010,110,"Comedy, Fantasy            ",4.9
Petrang kabayo 2: Anong ganda mo! Mukha kang kabayo,1990,113,"Comedy, Fantasy            ",5.6
Petrang kabayo at ang pilyang kuting,1988,114,"Comedy, Family, Fantasy            ",7.4
Phantom Raiders,1988,90,Action            ,3.9
Philippine Bliss,2008,80,Comedy            ,6.4
Philippine New Wave: This Is Not a Film Movement,2010,75,Documentary            ,5.6
Philippino Story,2013,91,Drama            ,4.2
Phone Sex,1999,92,"Drama, Thriller            ",7.9
Pido Dida: Sabay tayo,1990,110,Comedy            ,6.1
Pik pak boom,1988,110,"Comedy, Romance            ",6.7
Pila-balde,1999,98,Drama            ,6.4
Pinay Beauty,2018,105,Comedy            ,6.5
Pinay Pie,2003,110,Comedy            ,6.3
Ping Lacson: Super Cop,2000,100,"Action, Biography            ",5.0
Pinoy Super Kid,2012,110,"Action, Drama, Fantasy            ",8.0
Pinoy/Blonde,2005,96,"Action, Comedy            ",5.8
Pintakasi,2011,130,"Animation, Drama            ",8.2
Pinulot ka lang sa lupa,1987,117,Drama            ,8.2
Pipo,2009,85,Drama            ,8.8
Pisay,2007,118,"Comedy, Drama            ",8.2
Pistolero,2002,110,"Action, Comedy, Horror            ",4.0
Pita: Terror ng Kaloocan,1993,120,"Action, Drama            ",7.2
Pitas,2010,100,Drama            ,7.3
Pitong dalagita,2006,103,Drama            ,6.9
Ploning,2008,106,"Drama, Romance            ",6.0
Porno,2013,90,Drama            ,7.4
Pornstar 2: Pangalawang putok,2021,95,Comedy            ,6.0
Posas,2012,95,Drama            ,7.1
Praybeyt Benjamin,2011,105,Comedy            ,4.5
Pre' hanggang sa huli,1995,112,"Action, Comedy            ",6.4
Pridyider,2012,90,Horror            ,4.1
Princess 'Daya' Reese,2021,115,"Comedy, Romance            ",7.1
Prinsipe TeÃ±oso,1954,87,"Action, Adventure, Fantasy            ",6.0
Private Nights,2011,90,Drama            ,6.6
Project: Kill,1976,90,"Action, Drama            ",3.7
Prosti,2002,100,Drama            ,6.7
Pulupot,2010,80,Drama            ,5.4
Punla,2003,95,Drama            ,7.8
Purgatoryo,2016,85,"Crime, Drama            ",5.5
Purok 7,2013,93,"Comedy, Drama, Family            ",6.7
Pusong mamon,1998,112,Comedy            ,6.8
Puti,2013,112,"Drama, Horror, Mystery            ",4.5
Puto,1987,94,"Comedy, Fantasy            ",7.0
Pwera usog,2017,93,Horror            ,4.7
PX,1982,90,Drama            ,6.8
Quezon's Game,2018,127,"Drama, History            ",6.8
Quick Change,2013,98,Drama            ,6.5
Quicktrip,2008,80,Drama            ,5.0
Rabid,2021,104,Horror            ,5.8
Radio Romance,1996,123,"Drama, Romance            ",6.8
Radyo,2001,95,"Comedy, Thriller            ",7.8
Rainbow's Sunset,2018,110,"Drama, Family            ",7.5
Rakenrol,2011,113,"Comedy, Music            ",6.8
Raketeros,2013,105,Comedy            ,7.4
Raw Force,1982,86,"Adventure, Horror, Action            ",5.4
Recipe for Love,2018,97,Drama            ,6.1
Red,2014,107,Drama            ,8.1
Red Diaries,2001,156,"Comedy, Drama, Romance            ",5.3
Regal Shocker (The Movie),1989,110,Horror            ,6.0
Rekados,2006,89,Comedy            ,5.2
Rekorder,2013,90,"Drama, Thriller            ",7.3
"Relaks, It's Just Pag-ibig",2014,99,"Comedy, Romance            ",7.8
Relasyon,1982,114,"Drama, Romance            ",7.5
"Relax ka lang, sagot kita",1994,108,"Action, Romance            ",6.0
Reroute,2022,114,Thriller            ,5.4
Resbak,2021,105,"Crime, Drama            ",5.7
Rescue Team,1983,81,"Action, Adventure, War            ",4.3
Resiklo,2007,110,"Action, Fantasy, Sci-Fi            ",3.3
Respeto,2017,96,Drama            ,7.4
Resureksyon,2015,80,Horror            ,6.9
Return of the Dragon,1974,110,"Action, Comedy            ",6.8
Return of the Kickfighter,1987,90,Action            ,4.7
Revirginized,2021,97,Comedy            ,5.0
Revolutions Happen Like Refrains in a Song,1987,85,Drama            ,2.8
"Reyna: Ang makulay na pakikipagsapalaran ng ma achucherva, achuchuva, achechenes...",2006,98,Comedy            ,5.1
Riding in Tandem,2017,90,Action            ,7.0
Rigodon,2012,85,Drama            ,5.2
Ringgo: The Dog Shooter,2016,114,Drama            ,8.0
Rizal sa Dapitan,1997,100,"Biography, Drama, History            ",6.3
Roberta,1997,96,Drama            ,7.3
"Rocco, ang batang bato",1982,90,"Action, Adventure, Comedy            ",5.8
Rome & Juliet,2006,135,"Drama, Romance            ",6.3
Ronda,2014,74,Drama            ,6.5
Room 213,2008,91,Drama            ,5.4
Rosa mistica,1987,116,"Comedy, Drama, Fantasy            ",7.0
Rosario,2010,120,"Drama, Romance            ",7.5
Roxxxanne,2007,99,Drama            ,5.9
RPG Metanoia,2010,105,"Animation, Adventure, Drama            ",6.5
Ruined Heart: Another Lovestory Between a Criminal & a Whore,2014,73,"Drama, Musical            ",6.1
Rumble Boy,2007,85,Action            ,4.8
Run,2021,130,Drama            ,4.8
S.O.N.S. (Sons of Nanay Sabel),2019,106,Comedy            ,7.2
S.O.P.,1997,180,"Music, Musical            ",8.1
S.P.A.R.K.,2019,66,Romance            ,7.3
S.R.O.,2010,71,Drama            ,5.8
S2pid Luv,2002,90,"Comedy, Music, Romance            ",7.4
Sa aking mga kamay,1996,115,"Action, Crime, Drama            ",7.4
Sa aking pagkakagising mula sa kamulatan,2005,95,Drama            ,7.5
Sa huling paghihintay,2001,106,"Drama, Romance            ",6.8
Sa ilalim ng cogon,2005,83,"Horror, Mystery, Romance            ",6.1
Sa init ng apoy,1980,116,"Action, Drama, Horror            ",5.9
Sa kabila ng lahat,1991,122,"Action, Crime, Drama            ",6.1
"Sa ngalan ng ama, ina at mga anak",2014,95,Drama            ,8.5
Sa North Diversion Road,2005,97,Drama            ,8.6
Sa palad ng dantaong kulang,2017,125,Documentary            ,7.2
Sa paraiso ni Efren,1999,110,Drama            ,6.6
Sa piling ng aswang,1999,111,Horror            ,7.0
Sa piling ng iba,1998,100,"Drama, Romance            ",7.4
Sa pusod ng dagat,1998,116,"Drama, Romance            ",6.7
Saan darating ang umaga?,1983,116,Drama            ,8.2
Saan ka man naroroon,1993,100,"Drama, Romance            ",8.1
Saan nagtatago ang pag-ibig?,1987,124,Drama            ,7.8
Saan nagtatago si happiness?,2006,83,"Comedy, Drama, Musical            ",7.0
Sabado Nights,1996,103,Drama            ,7.9
Sabel,2004,94,Drama            ,6.2
Sabik sa halik,1995,97,"Action, Crime, Romance            ",6.2
Sabungero,2009,100,"Drama, Sport            ",8.2
Sagwan,2009,101,Drama            ,5.4
"Sakal, sakali, saklolo",2007,109,"Comedy, Romance            ",7.3
Sakaling hindi makarating,2016,90,"Adventure, Drama, Romance            ",7.7
Sakaling maging tayo,2019,90,"Comedy, Romance            ",7.1
Sakay,1993,90,"Biography, Drama, History            ",7.8
Salamamgkero,1986,85,"Fantasy, Horror            ",5.9
Salawahan,1979,116,"Comedy, Romance            ",7.2
Salo,2011,95,"Drama, Romance            ",5.4
Salome,1981,105,Drama            ,7.5
Salvage,2015,92,"Drama, Horror            ",7.1
Samar,1962,89,Adventure            ,5.9
Sambahin mo ang katawan ko,1995,103,Drama            ,8.3
"Sampaguita, National Flower",2010,76,Drama            ,7.4
San Basilio,1981,103,"Action, Drama            ",8.2
San Lazaro,2011,97,"Comedy, Horror, Thriller            ",5.2
Sana dati,2013,100,"Drama, Romance            ",7.0
Sana maulit muli,1995,121,"Drama, Romance            ",6.7
Sanggano,1997,110,"Action, Comedy, Romance            ",7.0
"Sanggano, sanggago't sanggwapo",2019,121,Comedy            ,7.7
"Sanggano, sanggago't sanggwapo 2: Aussie! Aussie! (O sige)",2021,97,Comedy            ,2.2
Sanggano't 'sanggago,2001,116,"Action, Comedy            ",7.7
Sanglaan,2009,120,Drama            ,6.8
Sangley Point Robbery,1985,87,"Action, Crime            ",6.3
Sanib,2003,100,Horror            ,4.8
Santa Claus Is Coming to Town!,1982,90,"Drama, Family, Romance            ",7.4
Santa Mesa,2008,82,Drama            ,6.0
Santa santita,2004,113,Drama            ,6.6
Santuaryo,2010,81,Drama            ,5.1
Sapi,2013,100,Horror            ,4.0
Sarah Geronimo: This 15 Me,2019,113,"Documentary, Music            ",4.7
Sarah... ang munting prinsesa,1995,90,"Drama, Family            ",7.9
Saranggola,1999,87,Drama            ,6.6
Sarap mong patayin,2021,73,Comedy            ,5.4
Sariwa,1996,105,"Drama, Romance            ",5.9
Sarong banggi,2005,105,Drama            ,7.5
Sarung-banggi,1947,92,Drama            ,6.4
Savage Sisters,1974,86,"Action, Drama            ",4.9
Savage!,1973,81,"Action, Drama            ",5.5
Saving Sally,2016,94,"Animation, Drama, Fantasy            ",7.2
Say That You Love Me,2005,112,"Comedy, Drama, Romance            ",7.2
Sa'yo lamang,2010,105,Drama            ,7.7
Scaregivers,2008,108,"Comedy, Horror            ",6.8
School Service,2018,95,Drama            ,6.1
Scorpio Nights,1985,126,Drama            ,7.1
Scorpio Nights 2,1999,96,Drama            ,7.2
SeÃ±orita,2011,100,Drama            ,6.5
Second Coming,2019,85,Horror            ,6.5
Seduction,2013,105,Drama            ,6.4
Segunda mano,2011,110,"Horror, Mystery            ",5.9
Segurista,1996,111,Drama            ,7.0
Seklusyon,2016,90,"Horror, Mystery, Thriller            ",6.2
Selda,2007,140,"Drama, Romance            ",6.1
Selda 14: Mga babaeng makasalanan,1998,94,"Action, Crime, Drama            ",6.9
Send in the Clowns,1986,100,"Comedy, Drama, Musical            ",2.6
Senior Year,2010,98,"Comedy, Drama, Family            ",7.7
Senswal,2000,90,"Drama, Romance            ",6.4
Seoul Mates,2014,115,"Comedy, Drama, Romance            ",6.4
Separada,1994,117,Drama            ,7.2
Serafin Geronimo: Ang kriminal ng Baryo Concepcion,1998,132,"Action, Crime, Drama            ",6.3
Serbis,2008,87,"Drama, Romance            ",6.1
Seroks,2006,107,Thriller            ,6.9
Seven Sundays,2017,128,"Comedy, Drama            ",7.6
Sex Drive,2003,88,"Adventure, Comedy            ",4.8
Sex Files,2002,100,Drama            ,4.9
Sex Scandal,2003,94,Drama            ,6.6
Shake Rattle & Roll 2k5,2005,110,"Comedy, Horror            ",6.3
Shake Rattle & Roll III,1991,114,"Comedy, Horror            ",6.8
Shake Rattle & Roll IV,1992,113,"Comedy, Horror            ",7.9
Shake Rattle & Roll V,1994,103,"Comedy, Horror            ",6.4
Shake Rattle & Roll X,2008,140,"Comedy, Drama, Fantasy            ",6.8
Shake Rattle & Roll XI,2009,121,"Drama, Fantasy, Horror            ",6.0
Shake Rattle & Roll XV,2014,130,Horror            ,5.9
Shake Rattle and Roll 12,2010,125,"Drama, Fantasy, Horror            ",6.0
Shake Rattle and Roll 8,2006,134,"Comedy, Horror            ",6.8
Shake Rattle Roll 13,2011,145,"Drama, Horror, Thriller            ",6.6
"Shake, Rattle & Roll",1984,124,"Comedy, Horror            ",6.6
"Shake, Rattle & Roll 2",1990,120,"Comedy, Horror, Thriller            ",6.9
"Shake, Rattle & Roll 9",2007,130,"Comedy, Horror, Music            ",5.3
Shame,2000,93,Drama            ,7.0
Sheika,2010,120,Drama            ,6.3
She's Dating the Gangster,2014,105,"Comedy, Drama, Romance            ",7.0
She's the One,2013,110,"Comedy, Drama, Romance            ",6.3
Shift,2013,81,"Drama, Romance            ",7.5
Shoot shoot! Di ko siya titigilan!,2021,99,Comedy            ,6.0
Showboyz,2009,119,Drama            ,6.5
Shunned,2014,70,"Documentary, Drama            ",8.3
Si Agimat at si Enteng Kabisote,2010,110,"Action, Comedy, Fantasy            ",5.5
Si Chedeng at si Apple,2017,87,Comedy            ,7.6
Si Magdalola at ang mga gago,2016,110,"Crime, Drama            ",7.6
"Si Mokong, si Astig, at si Gamol",1997,110,Comedy            ,7.8
Siargao,2017,110,"Drama, Romance            ",5.8
Sibak,1994,100,"Crime, Drama            ",5.4
Sid & Aya: Not a Love Story,2018,94,Drama            ,6.8
Sigaw,2004,102,"Horror, Thriller            ",5.7
Siglo ng pagluluwal,2011,360,Drama            ,7.4
Signal Rock,2018,130,Drama            ,7.4
Signos,2007,96,"Drama, Horror, Mystery            ",6.2
Sikil,2008,109,Drama            ,6.3
Siklo,2022,109,Drama            ,6.2
Silab,2021,110,Drama            ,7.2
Silakbo,1995,105,"Crime, Thriller            ",7.0
Sila-sila,2019,116,Drama            ,7.9
Silaw,1998,112,"Adventure, Action, Thriller            ",5.9
Silip,1985,125,"Drama, Romance            ",6.0
Silip,2007,103,Drama            ,6.3
Silip sa apoy,2022,106,Drama            ,5.8
Silk 2,1989,85,"Action, Thriller            ",4.6
Silly Red Shoes,2019,87,"Comedy, Romance            ",8.3
Silong,2015,93,"Mystery, Romance            ",7.5
Simplicity,2018,95,"Comedy, Family            ",7.3
Sin Island,2018,106,Thriller            ,5.6
Single Single: Love Is Not Enough,2018,103,Romance            ,6.9
Singles,2004,95,"Comedy, Drama            ",5.0
Singsing ni Lola,2002,105,"Family, Fantasy, Horror            ",6.7
Sinong lumikha ng yoyo? Sinong lumikha ng moon buggy?,1979,91,Comedy            ,7.5
Sinungaling mong puso,1992,123,Drama            ,8.3
Siphayo,2016,90,Drama            ,5.2
Siquijor: Mystic Island,2007,90,"Drama, Horror            ",5.2
Sisid,2001,100,Drama            ,5.6
Sisid,2022,115,Romance            ,5.6
Sister Stella L.,1984,103,Drama            ,6.7
Sisterakas,2012,110,Comedy            ,5.0
Six Degrees of Separation from Lilia Cuntapay,2011,98,"Comedy, Drama            ",8.0
Slash,1984,88,"Action, War            ",4.0
Sleepless,2015,120,Drama            ,7.8
Slumber Party,2012,105,Comedy            ,6.2
Small and Terrible,1990,116,Comedy            ,6.9
Smaller and Smaller Circles,2017,113,Crime            ,6.6
So Connected,2018,111,Romance            ,7.5
So It's You,2014,115,"Comedy, Romance            ",7.2
So Much Pain So in Love,2011,109,Drama            ,8.4
Sol Searching,2018,100,"Comedy, Drama            ",5.3
Soltero,1984,130,Drama            ,6.8
Somebody to Love,2014,104,"Drama, Romance            ",6.1
Son of God,2010,80,Documentary            ,6.9
Sonata,2013,110,Drama            ,8.2
Sosy Problems,2012,105,"Comedy, Drama, Romance            ",5.5
South Seas,1974,90,"Action, Adventure, Drama            ",5.0
Spirit of the Glass 2: The Hunted,2017,93,Horror            ,5.3
Spirit Warriors,2000,101,"Action, Fantasy, Horror            ",6.6
Spirit Warriors: The Shortcut,2003,85,"Action, Adventure, Fantasy            ",6.8
Squad Goals,2018,106,Comedy            ,7.3
Ssshhh... She Walks by Night,2003,105,Drama            ,6.8
Sta. NiÃ±a,2012,107,Drama            ,8.2
Stairway to Heaven,2009,99,"Drama, Romance            ",8.4
Standing Up,2007,160,Documentary            ,8.3
Star na si Van Damme Stallone,2016,97,Drama            ,7.6
Stardoom,1971,145,"Drama, Music            ",8.0
Starting Over Again,2014,130,Drama            ,6.9
Status: It's Complicated!,2013,110,"Comedy, Romance            ",5.2
Status: Single,2009,95,"Comedy, Romance            ",6.2
Steal,2021,98,Comedy            ,5.4
Stranded,2019,89,"Drama, Romance            ",6.2
Strangers in Paradise,1983,90,"Drama, Romance            ",8.0
Stryker,1983,86,"Action, Sci-Fi            ",4.3
Suarez: The Healing Priest,2020,93,Drama            ,8.6
Suddenly It's Magic,2012,110,"Comedy, Romance            ",5.9
Sugatang puso,2000,120,Drama            ,7.2
Sukdulan,2003,105,Drama            ,5.9
Sukob,2006,110,"Drama, Horror, Thriller            ",5.8
Sumpa,2009,95,"Crime, Drama, Horror            ",5.5
Sunday Night Fever,2020,77,"Romance, Thriller            ",7.3
Sundo,2009,161,"Drama, Horror, Thriller            ",6.0
Sunod,2019,100,Horror            ,5.9
Sunshine Family,2019,85,Drama            ,7.5
SupahPapalicious,2008,99,Comedy            ,6.1
Super Inday and the Golden Bibe,1988,107,"Action, Comedy, Fantasy            ",7.4
Super Inday and the Golden Bibe,2010,125,"Action, Adventure, Comedy            ",5.7
Super Mouse and the Roborats,1989,99,"Action, Comedy, Fantasy            ",6.9
Super Noypi,2006,112,"Action, Adventure, Fantasy            ",5.8
Super Ranger Kids,1997,95,"Action, Adventure, Comedy            ",6.1
Super-B,2002,102,"Comedy, Fantasy            ",7.1
Superbeast,1972,93,"Horror, Sci-Fi            ",3.1
Surabaya Conspiracy,1969,88,"Adventure, Crime, Drama            ",4.1
Surrender - Hell!,1959,85,"Drama, War            ",5.8
Suspek,1999,143,"Action, Crime, Drama            ",7.4
Sutla,1999,90,"Drama, Romance            ",7.5
Swap,2015,96,Drama            ,4.9
Sword of the Avenger,1948,76,"Adventure, Romance            ",5.4
Syota ng bayan,2001,105,"Drama, Romance            ",6.8
T.G.I.S.: The Movie,1997,114,"Adventure, Comedy, Romance            ",8.2
T.P.O.,2016,76,Drama            ,7.6
T2,2009,102,"Fantasy, Horror            ",6.6
TÃ­a MadrÃ©,2019,90,Horror            ,6.0
Tabi tabi po!,2001,117,Horror            ,6.1
Tagos ng dugo,1987,136,"Crime, Drama, Thriller            ",7.8
Tagpuan,2020,107,Drama            ,5.1
Tag-ulan sa tag-araw,1975,132,"Drama, Romance            ",7.4
"Tahan na Empoy, tahan",1977,90,Drama            ,7.7
Takaw-tingin,2004,85,Drama            ,6.2
Taklub,2015,97,Drama            ,6.1
Takot ka ba sa dilim?,1996,102,"Horror, Thriller            ",6.3
Taksikab,2011,172,Drama            ,8.0
Talk Back and You're Dead,2014,120,"Action, Comedy, Romance            ",4.7
Talong,1999,107,Comedy            ,6.8
Tambolista,2007,91,Drama            ,6.3
Tanabata's Wife,2018,90,Drama            ,7.9
Tandem,2015,83,"Action, Crime, Drama            ",7.3
Tangga and Chos: Beauty Secret Agents,1990,120,"Action, Comedy            ",6.6
Tanging yaman,2000,112,"Drama, Family            ",7.1
Taon noong ako'y anak sa labas,2008,100,Drama            ,7.3
Target Sparrow Unit,1987,86,Action            ,6.3
Tarima,2010,110,Drama            ,6.3
Tarot,2009,105,"Drama, Fantasy, Horror            ",6.7
Task Force Alamid,1982,90,Action            ,3.8
Tatak ng tundo,1978,120,Action            ,7.1
Tatarin,2001,101,"Drama, Romance            ",6.3
"Tatlo, dalawa, isa",1974,156,Drama            ,7.1
Tatlo... Magkasalo,1998,86,Drama            ,4.7
Tatlong taong walang Diyos,1976,124,"Drama, Romance, War            ",7.1
Tatsulok,1998,96,Drama            ,7.0
Taya,2021,103,Drama            ,5.1
Tayo sa huling buwan ng taon,2019,105,"Drama, Romance            ",6.3
Tayong dalawa,1992,101,"Drama, Romance            ",6.8
T-Bird at ako,1982,114,"Crime, Drama            ",6.2
Teacher's Enemy No. 1,1990,97,Comedy            ,8.9
Temptation Island,1980,113,"Adventure, Comedy, Fantasy            ",6.8
Temptation Island,2011,115,"Comedy, Drama            ",6.2
Tenement 66,2021,84,Thriller            ,7.6
Tengoku kara kita otoko-tachi,2000,114,"Crime, Drama            ",6.6
Terror Is a Man,1959,90,"Horror, Romance, Sci-Fi            ",5.4
That Thing Called Tadhana,2014,110,"Comedy, Drama, Romance            ",7.3
That Thing Called Tanga Na,2016,108,Comedy            ,3.2
The Achy Breaky Hearts,2016,119,"Comedy, Romance            ",6.9
The Adventures of Pureza: Queen of the Riles,2011,105,Comedy            ,5.6
The Amazing Praybeyt Benjamin,2014,105,"Action, Comedy, Fantasy            ",4.0
The Animals,2012,80,Drama            ,5.0
The Annulment,2019,110,Drama            ,7.5
The Art of Ligaw,2019,105,"Comedy, Romance            ",8.2
The Barker,2017,76,Comedy            ,6.5
The Beast of the Yellow Night,1971,87,Horror            ,3.4
The Big Bird Cage,1972,88,"Action, Crime, Drama            ",5.9
The Big Broadcast,1962,116,"Comedy, Musical            ",7.6
The Big Doll House,1971,95,"Action, Drama, Thriller            ",5.8
The Bionic Boy,1977,95,"Action, Crime, Sci-Fi            ",5.3
The Boy Foretold by the Stars,2020,107,Romance            ,6.9
The Breakup Playlist,2015,117,"Drama, Music, Romance            ",6.5
The Bride and the Lover,2013,105,"Comedy, Drama            ",4.9
The Buzz,1999,120,Talk-Show            ,6.7
The Cecilia Masagca Story: Antipolo Massacre (Jesus Save Us!),1994,110,"Action, Crime, Drama            ",7.5
The Cory Quirino Kidnap: NBI Files,2003,120,"Action, Crime, Drama            ",3.8
The Day After Valentine's,2018,115,Romance            ,6.4
The Debutantes,2017,90,Horror            ,5.3
The Diplomat Hotel,2013,86,"Drama, Horror, Mystery            ",3.8
The Elsa Castillo story... Ang katotohanan,1994,100,"Crime, Drama            ",6.6
The Escort,2011,75,Drama            ,6.5
The Escort,2016,115,Drama            ,6.3
The Eternity Between Seconds,2018,90,Drama            ,6.1
The Evil Within,1970,101,Drama            ,7.2
The Exorsis,2021,113,"Comedy, Horror            ",4.8
The Fatima Buen Story,1994,105,"Crime, Drama            ",6.9
The Fighting Chefs,2013,110,"Action, Comedy, Romance            ",5.3
The Firebird Conspiracy,1984,90,War            ,5.0
The Flor Contemplacion Story,1995,120,"Crime, Drama, Thriller            ",7.0
The Game of Death,1974,95,Action            ,6.2
The Ghost Bride,2017,111,"Drama, Fantasy, Horror            ",5.4
The Ghosting,2019,74,Horror            ,6.4
The Gift,2019,86,Romance            ,6.8
The Gifted,2014,121,"Comedy, Horror, Romance            ",6.1
The Girl in the Orange Dress,2018,100,"Comedy, Romance            ",6.9
The Grave Bandits,2012,100,"Adventure, Comedy, Fantasy            ",4.6
The Guerilla Is a Poet,2013,135,Drama            ,7.1
The Gunfighter,1983,92,"Action, Western            ",5.8
The Healing,2012,107,"Horror, Mystery, Thriller            ",6.2
The Heiress,2019,106,Horror            ,5.1
The Hopeful Romantic,2018,106,"Comedy, Romance            ",6.8
The Hot Box,1972,85,"Action, Adventure, Drama            ",4.8
The Housemaid,2021,114,Thriller            ,5.9
The Hows of Us,2018,117,"Comedy, Drama, Romance            ",6.7
The Impossible Kid,1982,81,"Action, Comedy            ",5.5
The Janitor,2014,115,"Action, Crime, Drama            ",5.4
The Last Pinoy Action King,2015,96,Documentary            ,6.5
The Lease,2018,96,Horror            ,4.5
The Lilian Velez Story: Till Death Do Us Part,1995,94,"Biography, Crime, Drama            ",6.0
The Lookout,2018,105,Drama            ,5.9
The Love Affair,2015,125,"Drama, Romance            ",6.3
The Maggie dela Riva Story (God... Why Me?),1994,114,"Crime, Drama            ",6.2
The Maid in London,2018,140,Drama            ,7.1
"The Mall, the Merrier!",2019,123,"Comedy, Fantasy            ",2.8
The Marita Gonzaga Rape-Slay: In God We Trust!,1995,118,"Crime, Drama            ",7.9
The Missing,2020,104,Drama            ,7.2
The Mistress,2012,125,Drama            ,6.3
The Moises Padilla Story,1961,90,"Action, Biography, Drama            ",7.1
The Mommy Returns,2012,105,Comedy            ,6.0
The Monsters Without,2021,89,"Adventure, Fantasy            ",5.6
The Muthers,1976,83,"Action, Drama            ",4.8
The Muzzled Horse of an Engineer in Search of Mechanical Saddles,2008,80,Drama            ,5.4
"The Myrna Diones Story (Lord, Have Mercy!)",1993,118,"Crime, Drama            ",7.2
The Omegans,1968,85,"Romance, Sci-Fi            ",3.7
The One Armed Executioner,1981,95,"Action, Drama            ",6.0
The Other Wife,2021,91,Drama            ,7.0
The Pacific Connection,1974,94,"Action, Drama            ",5.5
The Panti Sisters,2019,108,Comedy            ,5.5
The Pattern,2012,90,Horror            ,7.3
The Prenup,2015,118,"Comedy, Romance            ",5.7
The Promise,2007,113,"Drama, Romance            ",6.5
The Raiders of Leyte Gulf,1962,80,"Drama, War            ",4.2
The Ravagers,1965,88,"Action, War, Drama            ",5.0
The Reunion,2012,103,Comedy            ,6.3
The Road,2011,110,"Crime, Drama, Horror            ",5.6
The Scavengers,1959,79,"Adventure, Crime, Drama            ",5.8
The Secret of King Mahi's Island,1988,76,"Action, Adventure            ",5.2
The Secrets of Sarah Jane: Sana'y mapatawad mo,1994,126,"Biography, Drama            ",7.6
The Significant Other,2018,109,Drama            ,7.4
The Spiders' Man,2019,93,Crime            ,6.9
The Super Parental Guardians,2016,115,Comedy            ,4.4
The Third Party,2016,118,"Comedy, Romance            ",6.1
The Trial,2014,128,"Crime, Drama, Family            ",7.1
The Trigonal: Fight for Justice,2018,122,"Action, Drama, Thriller            ",5.2
The Twilight People,1972,81,"Adventure, Horror, Sci-Fi            ",4.0
The Unmarried Wife,2016,130,"Drama, Romance            ",5.9
The Untold Story: Vizconde Massacre II - May the Lord Be with Us!,1994,122,"Crime, Drama            ",6.4
"The Vizconde Massacre: God, Help Us!",1993,121,"Crime, Drama            ",6.2
The Wife,2021,100,Drama            ,4.5
The Woman Hunt,1972,81,"Action, Adventure, Drama            ",4.6
The Write Moment,2017,90,"Comedy, Romance            ",7.3
Thelma,2011,111,"Drama, Family            ",6.8
They Call Him Bruce Lee,1979,79,"Action, Comedy            ",5.3
Third Eye,2014,90,Horror            ,3.5
This Guy's in Love with U Mare!,2012,105,"Comedy, Romance            ",5.6
This Time,2016,109,"Drama, Romance            ",5.5
This Time I'll Be Sweeter,2017,104,"Drama, Romance            ",7.6
Three Words to Forever,2018,106,"Comedy, Drama, Family            ",6.8
Through Night and Day,2018,100,"Comedy, Romance            ",7.1
Throwback Today,2017,82,Sci-Fi            ,7.2
Thy Womb,2012,105,Drama            ,6.9
Tikboy Tikas at mga Khroaks Boys,1993,109,"Action, Drama            ",7.2
Tiktik: The Aswang Chronicles,2012,102,"Action, Comedy, Horror            ",5.0
Tililing,2021,87,Comedy            ,5.0
Till My Heartaches End,2010,110,"Drama, Romance            ",6.7
Till There Was You,2003,109,"Drama, Romance            ",6.2
Time & Again,2019,84,"Drama, Romance            ",7.7
Tinik sa dibdib,1985,119,Drama            ,9.0
Tinimbang ka ngunit kulang,1974,126,Drama            ,7.5
Tirador,2007,86,"Crime, Drama            ",6.8
Tisay,2016,103,Drama            ,7.5
Tisoy!,1977,100,Comedy            ,6.1
Tiyanak,1988,122,"Drama, Horror, Thriller            ",6.2
Tiyanaks,2007,93,"Action, Horror, Thriller            ",6.3
Tiyo Pablo,2011,80,Drama            ,6.7
TNT Jackson,1974,72,Action            ,4.7
To Love Again,1983,101,"Drama, Romance            ",5.6
To Love Some Buddy,2018,102,"Drama, Romance            ",7.9
To Saudi with Love,1997,62,Drama            ,7.0
'Tol,2019,95,Comedy            ,7.2
Tong tatlong tatay kong pakitong kitong,1998,114,Comedy            ,8.2
Too Hot to Handle,1977,85,"Action, Drama, Thriller            ",5.5
Torotot (Destierro),2008,104,"Drama, Romance            ",7.7
Totoy Mola,1997,105,"Comedy, Romance            ",5.3
Trabajador,2011,84,Drama            ,4.6
Tragic Theater,2015,95,Horror            ,3.2
Transit,2013,93,"Drama, Family            ",6.9
